Symbol,ShortName,EndDate,st_flag
1,深发展A,2010-12-31,0
1,深发展A,2011-12-31,0
1,平安银行,2012-12-31,0
1,平安银行,2013-12-31,0
1,平安银行,2014-12-31,0
1,平安银行,2015-12-31,0
1,平安银行,2016-12-31,0
1,平安银行,2017-12-31,0
1,平安银行,2018-12-31,0
1,平安银行,2019-12-31,0
1,平安银行,2020-12-31,0
1,平安银行,2021-12-31,0
1,平安银行,2022-12-31,0
1,平安银行,2023-12-31,0
1,平安银行,2024-12-31,0
1,平安银行,2025-12-31,0
2,万科A,2010-12-31,0
2,万科A,2011-12-31,0
2,万科A,2012-12-31,0
2,万科A,2013-12-31,0
2,万科A,2014-12-31,0
2,万科A,2015-12-31,0
2,万科A,2016-12-31,0
2,万科A,2017-12-31,0
2,万科A,2018-12-31,0
2,万科A,2019-12-31,0
2,万科A,2020-12-31,0
2,万科A,2021-12-31,0
2,万科A,2022-12-31,0
2,万科A,2023-12-31,0
2,万科A,2024-12-31,0
2,万科A,2025-12-31,0
4,ST 国农,2010-12-31,1
4,国农科技,2011-12-31,0
4,国农科技,2012-12-31,0
4,国农科技,2013-12-31,0
4,国农科技,2014-12-31,0
4,国农科技,2015-12-31,0
4,国农科技,2016-12-31,0
4,国农科技,2017-12-31,0
4,国农科技,2018-12-31,0
4,国农科技,2019-12-31,0
4,国华网安,2020-12-31,0
4,国华网安,2021-12-31,0
4,ST 国华,2022-12-31,1
4,国华网安,2023-12-31,0
4,国华网安,2024-12-31,0
5,世纪星源,2010-12-31,0
5,世纪星源,2011-12-31,0
5,世纪星源,2012-12-31,0
5,世纪星源,2013-12-31,0
5,世纪星源,2014-12-31,0
5,世纪星源,2015-12-31,0
5,世纪星源,2016-12-31,0
5,世纪星源,2017-12-31,0
5,世纪星源,2018-12-31,0
5,世纪星源,2019-12-31,0
5,世纪星源,2020-12-31,0
5,ST 星源,2021-12-31,1
5,ST 星源,2022-12-31,1
6,深振业A,2010-12-31,0
6,深振业A,2011-12-31,0
6,深振业A,2012-12-31,0
6,深振业A,2013-12-31,0
6,深振业A,2014-12-31,0
6,深振业A,2015-12-31,0
6,深振业A,2016-12-31,0
6,深振业A,2017-12-31,0
6,深振业A,2018-12-31,0
6,深振业A,2019-12-31,0
6,深振业A,2020-12-31,0
6,深振业A,2021-12-31,0
6,深振业A,2022-12-31,0
6,深振业A,2023-12-31,0
6,深振业A,2024-12-31,0
6,深振业A,2025-12-31,0
7,ST 零七,2010-12-31,1
7,ST 零七,2011-12-31,1
7,零七股份,2012-12-31,0
7,零七股份,2013-12-31,0
7,零七股份,2014-12-31,0
7,零七股份,2015-12-31,0
7,全新好,2016-12-31,0
7,全新好,2017-12-31,0
7,全新好,2018-12-31,0
7,全新好,2019-12-31,0
7,全新好,2020-12-31,0
7,*ST 全新,2021-12-31,1
7,全新好,2022-12-31,0
7,*ST 全新,2023-12-31,1
7,全新好,2024-12-31,0
8,ST 宝利来,2010-12-31,1
8,ST 宝利来,2011-12-31,1
8,ST 宝利来,2012-12-31,1
8,宝利来,2013-12-31,0
8,宝利来,2014-12-31,0
8,神州高铁,2015-12-31,0
8,神州高铁,2016-12-31,0
8,神州高铁,2017-12-31,0
8,神州高铁,2018-12-31,0
8,神州高铁,2019-12-31,0
8,神州高铁,2020-12-31,0
8,神州高铁,2021-12-31,0
8,神州高铁,2022-12-31,0
8,神州高铁,2023-12-31,0
8,神州高铁,2024-12-31,0
9,中国宝安,2010-12-31,0
9,中国宝安,2011-12-31,0
9,中国宝安,2012-12-31,0
9,中国宝安,2013-12-31,0
9,中国宝安,2014-12-31,0
9,中国宝安,2015-12-31,0
9,中国宝安,2016-12-31,0
9,中国宝安,2017-12-31,0
9,中国宝安,2018-12-31,0
9,中国宝安,2019-12-31,0
9,中国宝安,2020-12-31,0
9,中国宝安,2021-12-31,0
9,中国宝安,2022-12-31,0
9,中国宝安,2023-12-31,0
9,中国宝安,2024-12-31,0
10,SST 华新,2010-12-31,1
10,SST 华新,2011-12-31,1
10,SST 华新,2012-12-31,1
10,深华新,2013-12-31,0
10,深华新,2014-12-31,0
10,深华新,2015-12-31,0
10,美丽生态,2016-12-31,0
10,美丽生态,2017-12-31,0
10,美丽生态,2018-12-31,0
10,*ST 美丽,2019-12-31,1
10,美丽生态,2020-12-31,0
10,美丽生态,2021-12-31,0
10,美丽生态,2022-12-31,0
10,美丽生态,2023-12-31,0
10,美丽生态,2024-12-31,0
11,深物业A,2010-12-31,0
11,深物业A,2011-12-31,0
11,深物业A,2012-12-31,0
11,深物业A,2013-12-31,0
11,深物业A,2014-12-31,0
11,深物业A,2015-12-31,0
11,深物业A,2016-12-31,0
11,深物业A,2017-12-31,0
11,深物业A,2018-12-31,0
11,深物业A,2019-12-31,0
11,深物业A,2020-12-31,0
11,深物业A,2021-12-31,0
11,深物业A,2022-12-31,0
11,深物业A,2023-12-31,0
11,深物业A,2024-12-31,0
11,深物业A,2025-12-31,0
12,南玻A,2010-12-31,0
12,南玻A,2011-12-31,0
12,南玻A,2012-12-31,0
12,南玻A,2013-12-31,0
12,南玻A,2014-12-31,0
12,南玻A,2015-12-31,0
12,南玻A,2016-12-31,0
12,南玻A,2017-12-31,0
12,南玻A,2018-12-31,0
12,南玻A,2019-12-31,0
12,南玻A,2020-12-31,0
12,南玻A,2021-12-31,0
12,南玻A,2022-12-31,0
12,南玻A,2023-12-31,0
12,南玻A,2024-12-31,0
14,沙河股份,2010-12-31,0
14,沙河股份,2011-12-31,0
14,沙河股份,2012-12-31,0
14,沙河股份,2013-12-31,0
14,沙河股份,2014-12-31,0
14,沙河股份,2015-12-31,0
14,沙河股份,2016-12-31,0
14,沙河股份,2017-12-31,0
14,沙河股份,2018-12-31,0
14,沙河股份,2019-12-31,0
14,沙河股份,2020-12-31,0
14,沙河股份,2021-12-31,0
14,沙河股份,2022-12-31,0
14,沙河股份,2023-12-31,0
14,沙河股份,2024-12-31,0
14,沙河股份,2025-12-31,0
16,深康佳A,2010-12-31,0
16,深康佳A,2011-12-31,0
16,深康佳A,2012-12-31,0
16,深康佳A,2013-12-31,0
16,深康佳A,2014-12-31,0
16,深康佳A,2015-12-31,0
16,深康佳A,2016-12-31,0
16,深康佳A,2017-12-31,0
16,深康佳A,2018-12-31,0
16,深康佳A,2019-12-31,0
16,深康佳A,2020-12-31,0
16,深康佳A,2021-12-31,0
16,深康佳A,2022-12-31,0
16,深康佳A,2023-12-31,0
16,深康佳A,2024-12-31,0
17,*ST 中华A,2010-12-31,1
17,*ST 中华A,2011-12-31,1
17,*ST 中华A,2012-12-31,1
17,*ST 中华A,2013-12-31,1
17,深中华A,2014-12-31,0
17,深中华A,2015-12-31,0
17,深中华A,2016-12-31,0
17,深中华A,2017-12-31,0
17,深中华A,2018-12-31,0
17,深中华A,2019-12-31,0
17,*ST 中华A,2020-12-31,1
17,深中华A,2021-12-31,0
17,深中华A,2022-12-31,0
17,深中华A,2023-12-31,0
17,深中华A,2024-12-31,0
18,ST 中冠A,2010-12-31,1
18,ST 中冠A,2011-12-31,1
18,ST 中冠A,2012-12-31,1
18,*ST 中冠A,2013-12-31,1
18,中冠A,2014-12-31,0
18,神州长城,2015-12-31,0
18,神州长城,2016-12-31,0
18,神州长城,2017-12-31,0
18,神州长城,2018-12-31,0
19,深深宝A,2010-12-31,0
19,深深宝A,2011-12-31,0
19,深深宝A,2012-12-31,0
19,深深宝A,2013-12-31,0
19,深深宝A,2014-12-31,0
19,深深宝A,2015-12-31,0
19,深深宝A,2016-12-31,0
19,深深宝A,2017-12-31,0
19,深深宝A,2018-12-31,0
19,深粮控股,2019-12-31,0
19,深粮控股,2020-12-31,0
19,深粮控股,2021-12-31,0
19,深粮控股,2022-12-31,0
19,深粮控股,2023-12-31,0
19,深粮控股,2024-12-31,0
20,深华发A,2010-12-31,0
20,深华发A,2011-12-31,0
20,深华发A,2012-12-31,0
20,深华发A,2013-12-31,0
20,深华发A,2014-12-31,0
20,深华发A,2015-12-31,0
20,深华发A,2016-12-31,0
20,深华发A,2017-12-31,0
20,深华发A,2018-12-31,0
20,深华发A,2019-12-31,0
20,深华发A,2020-12-31,0
20,深华发A,2021-12-31,0
20,深华发A,2022-12-31,0
20,深华发A,2023-12-31,0
20,深华发A,2024-12-31,0
21,长城开发,2010-12-31,0
21,长城开发,2011-12-31,0
21,长城开发,2012-12-31,0
21,长城开发,2013-12-31,0
21,长城开发,2014-12-31,0
21,深科技,2015-12-31,0
21,深科技,2016-12-31,0
21,深科技,2017-12-31,0
21,深科技,2018-12-31,0
21,深科技,2019-12-31,0
21,深科技,2020-12-31,0
21,深科技,2021-12-31,0
21,深科技,2022-12-31,0
21,深科技,2023-12-31,0
21,深科技,2024-12-31,0
22,深赤湾A,2010-12-31,0
22,深赤湾A,2011-12-31,0
22,深赤湾A,2012-12-31,0
22,深赤湾A,2013-12-31,0
22,深赤湾A,2014-12-31,0
22,深赤湾A,2015-12-31,0
22,深赤湾A,2016-12-31,0
22,深赤湾A,2017-12-31,0
23,深天地A,2010-12-31,0
23,深天地A,2011-12-31,0
23,深天地A,2012-12-31,0
23,深天地A,2013-12-31,0
23,深天地A,2014-12-31,0
23,深天地A,2015-12-31,0
23,深天地A,2016-12-31,0
23,深天地A,2017-12-31,0
23,深天地A,2018-12-31,0
23,深天地A,2019-12-31,0
23,深天地A,2020-12-31,0
23,深天地A,2021-12-31,0
23,深天地A,2022-12-31,0
23,ST 深天,2023-12-31,1
24,招商地产,2010-12-31,0
24,招商地产,2011-12-31,0
24,招商地产,2012-12-31,0
24,招商地产,2013-12-31,0
24,招商地产,2014-12-31,0
25,特力A,2010-12-31,0
25,特力A,2011-12-31,0
25,特力A,2012-12-31,0
25,特力A,2013-12-31,0
25,特力A,2014-12-31,0
25,特力A,2015-12-31,0
25,特力A,2016-12-31,0
25,特力A,2017-12-31,0
25,特力A,2018-12-31,0
25,特力A,2019-12-31,0
25,特力A,2020-12-31,0
25,特力A,2021-12-31,0
25,特力A,2022-12-31,0
25,特力A,2023-12-31,0
25,特力A,2024-12-31,0
26,飞亚达A,2010-12-31,0
26,飞亚达A,2011-12-31,0
26,飞亚达A,2012-12-31,0
26,飞亚达A,2013-12-31,0
26,飞亚达A,2014-12-31,0
26,飞亚达A,2015-12-31,0
26,飞亚达A,2016-12-31,0
26,飞亚达A,2017-12-31,0
26,飞亚达A,2018-12-31,0
26,飞亚达A,2019-12-31,0
26,飞亚达,2020-12-31,0
26,飞亚达,2021-12-31,0
26,飞亚达,2022-12-31,0
26,飞亚达,2023-12-31,0
26,飞亚达,2024-12-31,0
26,飞亚达,2025-12-31,0
27,深圳能源,2010-12-31,0
27,深圳能源,2011-12-31,0
27,深圳能源,2012-12-31,0
27,深圳能源,2013-12-31,0
27,深圳能源,2014-12-31,0
27,深圳能源,2015-12-31,0
27,深圳能源,2016-12-31,0
27,深圳能源,2017-12-31,0
27,深圳能源,2018-12-31,0
27,深圳能源,2019-12-31,0
27,深圳能源,2020-12-31,0
27,深圳能源,2021-12-31,0
27,深圳能源,2022-12-31,0
27,深圳能源,2023-12-31,0
27,深圳能源,2024-12-31,0
28,一致药业,2010-12-31,0
28,一致药业,2011-12-31,0
28,国药一致,2012-12-31,0
28,国药一致,2013-12-31,0
28,国药一致,2014-12-31,0
28,国药一致,2015-12-31,0
28,国药一致,2016-12-31,0
28,国药一致,2017-12-31,0
28,国药一致,2018-12-31,0
28,国药一致,2019-12-31,0
28,国药一致,2020-12-31,0
28,国药一致,2021-12-31,0
28,国药一致,2022-12-31,0
28,国药一致,2023-12-31,0
28,国药一致,2024-12-31,0
28,国药一致,2025-12-31,0
29,深深房A,2010-12-31,0
29,深深房A,2011-12-31,0
29,深深房A,2012-12-31,0
29,深深房A,2013-12-31,0
29,深深房A,2014-12-31,0
29,深深房A,2015-12-31,0
29,深深房A,2016-12-31,0
29,深深房A,2017-12-31,0
29,深深房A,2018-12-31,0
29,深深房A,2019-12-31,0
29,深深房A,2020-12-31,0
29,深深房A,2021-12-31,0
29,深深房A,2022-12-31,0
29,深深房A,2023-12-31,0
29,深深房A,2024-12-31,0
29,深深房A,2025-12-31,0
30,*ST 盛润A,2010-12-31,1
30,*ST 盛润A,2011-12-31,1
30,*ST 盛润A,2012-12-31,1
30,富奥股份,2013-12-31,0
30,富奥股份,2014-12-31,0
30,富奥股份,2015-12-31,0
30,富奥股份,2016-12-31,0
30,富奥股份,2017-12-31,0
30,富奥股份,2018-12-31,0
30,富奥股份,2019-12-31,0
30,富奥股份,2020-12-31,0
30,富奥股份,2021-12-31,0
30,富奥股份,2022-12-31,0
30,富奥股份,2023-12-31,0
30,富奥股份,2024-12-31,0
31,中粮地产,2010-12-31,0
31,中粮地产,2011-12-31,0
31,中粮地产,2012-12-31,0
31,中粮地产,2013-12-31,0
31,中粮地产,2014-12-31,0
31,中粮地产,2015-12-31,0
31,中粮地产,2016-12-31,0
31,中粮地产,2017-12-31,0
31,中粮地产,2018-12-31,0
31,大悦城,2019-12-31,0
31,大悦城,2020-12-31,0
31,大悦城,2021-12-31,0
31,大悦城,2022-12-31,0
31,大悦城,2023-12-31,0
31,大悦城,2024-12-31,0
32,深桑达A,2010-12-31,0
32,深桑达A,2011-12-31,0
32,深桑达A,2012-12-31,0
32,深桑达A,2013-12-31,0
32,深桑达A,2014-12-31,0
32,深桑达A,2015-12-31,0
32,深桑达A,2016-12-31,0
32,深桑达A,2017-12-31,0
32,深桑达A,2018-12-31,0
32,深桑达A,2019-12-31,0
32,深桑达A,2020-12-31,0
32,深桑达A,2021-12-31,0
32,深桑达A,2022-12-31,0
32,深桑达A,2023-12-31,0
32,深桑达A,2024-12-31,0
33,新都酒店,2010-12-31,0
33,新都酒店,2011-12-31,0
33,新都酒店,2012-12-31,0
33,新都酒店,2013-12-31,0
33,*ST 新都,2014-12-31,1
33,*ST 新都,2015-12-31,1
33,*ST 新都,2016-12-31,1
34,ST 深泰,2010-12-31,1
34,深信泰丰,2011-12-31,0
34,深信泰丰,2012-12-31,0
34,深信泰丰,2013-12-31,0
34,深信泰丰,2014-12-31,0
34,深信泰丰,2015-12-31,0
34,神州数码,2016-12-31,0
34,神州数码,2017-12-31,0
34,神州数码,2018-12-31,0
34,神州数码,2019-12-31,0
34,神州数码,2020-12-31,0
34,神州数码,2021-12-31,0
34,神州数码,2022-12-31,0
34,神州数码,2023-12-31,0
34,神州数码,2024-12-31,0
34,神州数码,2025-12-31,0
35,*ST 科健,2010-12-31,1
35,*ST 科健,2011-12-31,1
35,*ST 科健,2012-12-31,1
35,*ST 科健,2013-12-31,1
35,中国天楹,2014-12-31,0
35,中国天楹,2015-12-31,0
35,中国天楹,2016-12-31,0
35,中国天楹,2017-12-31,0
35,中国天楹,2018-12-31,0
35,中国天楹,2019-12-31,0
35,中国天楹,2020-12-31,0
35,中国天楹,2021-12-31,0
35,中国天楹,2022-12-31,0
35,中国天楹,2023-12-31,0
35,中国天楹,2024-12-31,0
36,华联控股,2010-12-31,0
36,华联控股,2011-12-31,0
36,华联控股,2012-12-31,0
36,华联控股,2013-12-31,0
36,华联控股,2014-12-31,0
36,华联控股,2015-12-31,0
36,华联控股,2016-12-31,0
36,华联控股,2017-12-31,0
36,华联控股,2018-12-31,0
36,华联控股,2019-12-31,0
36,华联控股,2020-12-31,0
36,华联控股,2021-12-31,0
36,华联控股,2022-12-31,0
36,华联控股,2023-12-31,0
36,华联控股,2024-12-31,0
37,深南电A,2010-12-31,0
37,深南电A,2011-12-31,0
37,深南电A,2012-12-31,0
37,深南电A,2013-12-31,0
37,深南电A,2014-12-31,0
37,深南电A,2015-12-31,0
37,*ST 南电A,2016-12-31,1
37,深南电A,2017-12-31,0
37,深南电A,2018-12-31,0
37,深南电A,2019-12-31,0
37,深南电A,2020-12-31,0
37,深南电A,2021-12-31,0
37,深南电A,2022-12-31,0
37,深南电A,2023-12-31,0
37,深南电A,2024-12-31,0
38,*ST 大通,2010-12-31,1
38,*ST 大通,2011-12-31,1
38,*ST 大通,2012-12-31,1
38,深大通,2013-12-31,0
38,深大通,2014-12-31,0
38,深大通,2015-12-31,0
38,深大通,2016-12-31,0
38,深大通,2017-12-31,0
38,深大通,2018-12-31,0
38,深大通,2019-12-31,0
38,深大通,2020-12-31,0
38,深大通,2021-12-31,0
39,中集集团,2010-12-31,0
39,中集集团,2011-12-31,0
39,中集集团,2012-12-31,0
39,中集集团,2013-12-31,0
39,中集集团,2014-12-31,0
39,中集集团,2015-12-31,0
39,中集集团,2016-12-31,0
39,中集集团,2017-12-31,0
39,中集集团,2018-12-31,0
39,中集集团,2019-12-31,0
39,中集集团,2020-12-31,0
39,中集集团,2021-12-31,0
39,中集集团,2022-12-31,0
39,中集集团,2023-12-31,0
39,中集集团,2024-12-31,0
39,中集集团,2025-12-31,0
40,深鸿基,2010-12-31,0
40,宝安地产,2011-12-31,0
40,宝安地产,2012-12-31,0
40,宝安地产,2013-12-31,0
40,宝安地产,2014-12-31,0
40,宝安地产,2015-12-31,0
40,东旭蓝天,2016-12-31,0
40,东旭蓝天,2017-12-31,0
40,东旭蓝天,2018-12-31,0
40,东旭蓝天,2019-12-31,0
40,东旭蓝天,2020-12-31,0
40,东旭蓝天,2021-12-31,0
40,东旭蓝天,2022-12-31,0
40,东旭蓝天,2023-12-31,0
42,深长城,2010-12-31,0
42,深长城,2011-12-31,0
42,深长城,2012-12-31,0
42,深长城,2013-12-31,0
42,中洲控股,2014-12-31,0
42,中洲控股,2015-12-31,0
42,中洲控股,2016-12-31,0
42,中洲控股,2017-12-31,0
42,中洲控股,2018-12-31,0
42,中洲控股,2019-12-31,0
42,中洲控股,2020-12-31,0
42,中洲控股,2021-12-31,0
42,中洲控股,2022-12-31,0
42,中洲控股,2023-12-31,0
42,中洲控股,2024-12-31,0
43,中航地产,2010-12-31,0
43,中航地产,2011-12-31,0
43,中航地产,2012-12-31,0
43,中航地产,2013-12-31,0
43,中航地产,2014-12-31,0
43,中航地产,2015-12-31,0
43,中航地产,2016-12-31,0
43,中航地产,2017-12-31,0
43,中航善达,2018-12-31,0
45,深纺织A,2010-12-31,0
45,深纺织A,2011-12-31,0
45,深纺织A,2012-12-31,0
45,深纺织A,2013-12-31,0
45,深纺织A,2014-12-31,0
45,深纺织A,2015-12-31,0
45,深纺织A,2016-12-31,0
45,深纺织A,2017-12-31,0
45,深纺织A,2018-12-31,0
45,深纺织A,2019-12-31,0
45,深纺织A,2020-12-31,0
45,深纺织A,2021-12-31,0
45,深纺织A,2022-12-31,0
45,深纺织A,2023-12-31,0
45,深纺织A,2024-12-31,0
45,深纺织A,2025-12-31,0
46,泛海建设,2010-12-31,0
46,泛海建设,2011-12-31,0
46,泛海建设,2012-12-31,0
46,泛海建设,2013-12-31,0
46,泛海控股,2014-12-31,0
46,泛海控股,2015-12-31,0
46,泛海控股,2016-12-31,0
46,泛海控股,2017-12-31,0
46,泛海控股,2018-12-31,0
46,泛海控股,2019-12-31,0
46,泛海控股,2020-12-31,0
46,泛海控股,2021-12-31,0
46,泛海控股,2022-12-31,0
48,ST 康达尔,2010-12-31,1
48,ST 康达尔,2011-12-31,1
48,康达尔,2012-12-31,0
48,康达尔,2013-12-31,0
48,康达尔,2014-12-31,0
48,康达尔,2015-12-31,0
48,康达尔,2016-12-31,0
48,康达尔,2017-12-31,0
48,*ST 康达,2018-12-31,1
48,康达尔,2019-12-31,0
48,京基智农,2020-12-31,0
48,京基智农,2021-12-31,0
48,京基智农,2022-12-31,0
48,京基智农,2023-12-31,0
48,京基智农,2024-12-31,0
48,京基智农,2025-12-31,0
49,德赛电池,2010-12-31,0
49,德赛电池,2011-12-31,0
49,德赛电池,2012-12-31,0
49,德赛电池,2013-12-31,0
49,德赛电池,2014-12-31,0
49,德赛电池,2015-12-31,0
49,德赛电池,2016-12-31,0
49,德赛电池,2017-12-31,0
49,德赛电池,2018-12-31,0
49,德赛电池,2019-12-31,0
49,德赛电池,2020-12-31,0
49,德赛电池,2021-12-31,0
49,德赛电池,2022-12-31,0
49,德赛电池,2023-12-31,0
49,德赛电池,2024-12-31,0
50,深天马A,2010-12-31,0
50,深天马A,2011-12-31,0
50,深天马A,2012-12-31,0
50,深天马A,2013-12-31,0
50,深天马A,2014-12-31,0
50,深天马A,2015-12-31,0
50,深天马A,2016-12-31,0
50,深天马A,2017-12-31,0
50,深天马A,2018-12-31,0
50,深天马A,2019-12-31,0
50,深天马A,2020-12-31,0
50,深天马A,2021-12-31,0
50,深天马A,2022-12-31,0
50,深天马A,2023-12-31,0
50,深天马A,2024-12-31,0
50,深天马A,2025-12-31,0
55,方大集团,2010-12-31,0
55,方大集团,2011-12-31,0
55,方大集团,2012-12-31,0
55,方大集团,2013-12-31,0
55,方大集团,2014-12-31,0
55,方大集团,2015-12-31,0
55,方大集团,2016-12-31,0
55,方大集团,2017-12-31,0
55,方大集团,2018-12-31,0
55,方大集团,2019-12-31,0
55,方大集团,2020-12-31,0
55,方大集团,2021-12-31,0
55,方大集团,2022-12-31,0
55,方大集团,2023-12-31,0
55,方大集团,2024-12-31,0
55,方大集团,2025-12-31,0
56,深国商,2010-12-31,0
56,深国商,2011-12-31,0
56,*ST 国商,2012-12-31,1
56,*ST 国商,2013-12-31,1
56,深国商,2014-12-31,0
56,皇庭国际,2015-12-31,0
56,皇庭国际,2016-12-31,0
56,皇庭国际,2017-12-31,0
56,皇庭国际,2018-12-31,0
56,皇庭国际,2019-12-31,0
56,皇庭国际,2020-12-31,0
56,皇庭国际,2021-12-31,0
56,皇庭国际,2022-12-31,0
56,皇庭国际,2023-12-31,0
56,皇庭国际,2024-12-31,0
58,深赛格,2010-12-31,0
58,深赛格,2011-12-31,0
58,深赛格,2012-12-31,0
58,深赛格,2013-12-31,0
58,深赛格,2014-12-31,0
58,深赛格,2015-12-31,0
58,深赛格,2016-12-31,0
58,深赛格,2017-12-31,0
58,深赛格,2018-12-31,0
58,深赛格,2019-12-31,0
58,深赛格,2020-12-31,0
58,深赛格,2021-12-31,0
58,深赛格,2022-12-31,0
58,深赛格,2023-12-31,0
58,深赛格,2024-12-31,0
58,深赛格,2025-12-31,0
59,辽通化工,2010-12-31,0
59,辽通化工,2011-12-31,0
59,辽通化工,2012-12-31,0
59,辽通化工,2013-12-31,0
59,华锦股份,2014-12-31,0
59,*ST 华锦,2015-12-31,1
59,华锦股份,2016-12-31,0
59,华锦股份,2017-12-31,0
59,华锦股份,2018-12-31,0
59,华锦股份,2019-12-31,0
59,华锦股份,2020-12-31,0
59,华锦股份,2021-12-31,0
59,华锦股份,2022-12-31,0
59,华锦股份,2023-12-31,0
59,华锦股份,2024-12-31,0
60,中金岭南,2010-12-31,0
60,中金岭南,2011-12-31,0
60,中金岭南,2012-12-31,0
60,中金岭南,2013-12-31,0
60,中金岭南,2014-12-31,0
60,中金岭南,2015-12-31,0
60,中金岭南,2016-12-31,0
60,中金岭南,2017-12-31,0
60,中金岭南,2018-12-31,0
60,中金岭南,2019-12-31,0
60,中金岭南,2020-12-31,0
60,中金岭南,2021-12-31,0
60,中金岭南,2022-12-31,0
60,中金岭南,2023-12-31,0
60,中金岭南,2024-12-31,0
61,农产品,2010-12-31,0
61,农产品,2011-12-31,0
61,农产品,2012-12-31,0
61,农产品,2013-12-31,0
61,农产品,2014-12-31,0
61,农产品,2015-12-31,0
61,农产品,2016-12-31,0
61,农产品,2017-12-31,0
61,农产品,2018-12-31,0
61,农产品,2019-12-31,0
61,农产品,2020-12-31,0
61,农产品,2021-12-31,0
61,农产品,2022-12-31,0
61,农产品,2023-12-31,0
61,农产品,2024-12-31,0
62,深圳华强,2010-12-31,0
62,深圳华强,2011-12-31,0
62,深圳华强,2012-12-31,0
62,深圳华强,2013-12-31,0
62,深圳华强,2014-12-31,0
62,深圳华强,2015-12-31,0
62,深圳华强,2016-12-31,0
62,深圳华强,2017-12-31,0
62,深圳华强,2018-12-31,0
62,深圳华强,2019-12-31,0
62,深圳华强,2020-12-31,0
62,深圳华强,2021-12-31,0
62,深圳华强,2022-12-31,0
62,深圳华强,2023-12-31,0
62,深圳华强,2024-12-31,0
62,深圳华强,2025-12-31,0
63,中兴通讯,2010-12-31,0
63,中兴通讯,2011-12-31,0
63,中兴通讯,2012-12-31,0
63,中兴通讯,2013-12-31,0
63,中兴通讯,2014-12-31,0
63,中兴通讯,2015-12-31,0
63,中兴通讯,2016-12-31,0
63,中兴通讯,2017-12-31,0
63,中兴通讯,2018-12-31,0
63,中兴通讯,2019-12-31,0
63,中兴通讯,2020-12-31,0
63,中兴通讯,2021-12-31,0
63,中兴通讯,2022-12-31,0
63,中兴通讯,2023-12-31,0
63,中兴通讯,2024-12-31,0
63,中兴通讯,2025-12-31,0
65,北方国际,2010-12-31,0
65,北方国际,2011-12-31,0
65,北方国际,2012-12-31,0
65,北方国际,2013-12-31,0
65,北方国际,2014-12-31,0
65,北方国际,2015-12-31,0
65,北方国际,2016-12-31,0
65,北方国际,2017-12-31,0
65,北方国际,2018-12-31,0
65,北方国际,2019-12-31,0
65,北方国际,2020-12-31,0
65,北方国际,2021-12-31,0
65,北方国际,2022-12-31,0
65,北方国际,2023-12-31,0
65,北方国际,2024-12-31,0
65,北方国际,2025-12-31,0
66,长城电脑,2010-12-31,0
66,长城电脑,2011-12-31,0
66,长城电脑,2012-12-31,0
66,长城电脑,2013-12-31,0
66,长城电脑,2014-12-31,0
66,长城电脑,2015-12-31,0
66,长城电脑,2016-12-31,0
66,中国长城,2017-12-31,0
66,中国长城,2018-12-31,0
66,中国长城,2019-12-31,0
66,中国长城,2020-12-31,0
66,中国长城,2021-12-31,0
66,中国长城,2022-12-31,0
66,中国长城,2023-12-31,0
66,中国长城,2024-12-31,0
68,ST 三星,2010-12-31,1
68,ST 三星,2011-12-31,1
68,ST 三星,2012-12-31,1
68,华控赛格,2013-12-31,0
68,华控赛格,2014-12-31,0
68,*ST 华赛,2015-12-31,1
68,华控赛格,2016-12-31,0
68,华控赛格,2017-12-31,0
68,华控赛格,2018-12-31,0
68,华控赛格,2019-12-31,0
68,华控赛格,2020-12-31,0
68,华控赛格,2021-12-31,0
68,华控赛格,2022-12-31,0
68,华控赛格,2023-12-31,0
68,华控赛格,2024-12-31,0
68,华控赛格,2025-12-31,0
69,华侨城A,2010-12-31,0
69,华侨城A,2011-12-31,0
69,华侨城A,2012-12-31,0
69,华侨城A,2013-12-31,0
69,华侨城A,2014-12-31,0
69,华侨城A,2015-12-31,0
69,华侨城A,2016-12-31,0
69,华侨城A,2017-12-31,0
69,华侨城A,2018-12-31,0
69,华侨城A,2019-12-31,0
69,华侨城A,2020-12-31,0
69,华侨城A,2021-12-31,0
69,华侨城A,2022-12-31,0
69,华侨城A,2023-12-31,0
69,华侨城A,2024-12-31,0
69,华侨城A,2025-12-31,0
70,特发信息,2010-12-31,0
70,特发信息,2011-12-31,0
70,特发信息,2012-12-31,0
70,特发信息,2013-12-31,0
70,特发信息,2014-12-31,0
70,特发信息,2015-12-31,0
70,特发信息,2016-12-31,0
70,特发信息,2017-12-31,0
70,特发信息,2018-12-31,0
70,特发信息,2019-12-31,0
70,特发信息,2020-12-31,0
70,特发信息,2021-12-31,0
70,特发信息,2022-12-31,0
70,特发信息,2023-12-31,0
70,ST 特信,2024-12-31,1
78,海王生物,2010-12-31,0
78,海王生物,2011-12-31,0
78,海王生物,2012-12-31,0
78,海王生物,2013-12-31,0
78,海王生物,2014-12-31,0
78,海王生物,2015-12-31,0
78,海王生物,2016-12-31,0
78,海王生物,2017-12-31,0
78,海王生物,2018-12-31,0
78,海王生物,2019-12-31,0
78,海王生物,2020-12-31,0
78,海王生物,2021-12-31,0
78,海王生物,2022-12-31,0
78,海王生物,2023-12-31,0
78,海王生物,2024-12-31,0
88,盐田港,2010-12-31,0
